m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16
0,.93651164,.075235434,-.37234724,0,.29129991,-.16331986,0,-.2111416,-.72198445,-.72736496,-1.2605261,.44553477,-.029790482,.011696339,.011116327
