_t,s0_v1
11.27720739219713,
6.828199863107461,
6.171115674195756,.9998924824273001
5.691991786447638,.9998996616510145
11.81656399726215,
.9062286105407256,.9999904011317199
10.47227926078029,.9997379705400035
9.875427789185489,.9997600212077842
10.0643394934976,.9997527332170754
.0876112251882272,.9999983548652094
.0848733744010951,.9999983548652094
.0848733744010951,.9999983548652094
.0848733744010951,.9999983548652094
.0876112251882272,.9999983548652094
.0848733744010951,
.0876112251882272,.9999983548652094
.0848733744010951,.9999983548652094
.0848733744010951,.9999983548652094
.0876112251882272,.9999983548652094
.0876112251882272,.9999983548652094
.0876112251882272,.9999983548652094
.0876112251882272,.9999983548652094
.0848733744010951,.9999983548652094
.0876112251882272,.9999983548652094
.0876112251882272,
.0848733744010951,.9999983548652094
.0876112251882272,.9999983548652094
.0876112251882272,.9999983548652094
.0848733744010951,.9999983548652094
.0848733744010951,.9999983548652094
.0876112251882272,.9999983548652094
.0848733744010951,.9999983548652094
.0876112251882272,.9999983548652094
.0876112251882272,.9999983548652094
.0903490759753593,.9999983548652094
.1040383299110199,.9999983548652094
.0876112251882272,.9999983548652094
.0876112251882272,.9999983548652094
.0876112251882272,.9999983548652094
.0903490759753593,.9999983548652094
.0876112251882272,.9999983548652094
.0848733744010951,.9999983548652094
.0876112251882272,.9999983548652094
.0848733744010951,.9999983548652094
.0903490759753593,
.1040383299110199,.9999983548652094
.0903490759753593,.9999983548652094
.1040383299110199,.9999983548652094
.0848733744010951,.9999983548652094
.0876112251882272,.9999983548652094
.0903490759753593,.9999983548652094
.0876112251882272,.9999983548652094
.0848733744010951,.9999983548652094
.0848733744010951,
.0903490759753593,.9999983548652094
.1040383299110199,.9999983548652094
.0985626283367557,.9999983548652094
.0876112251882272,
.1040383299110199,.9999983548652094
.0876112251882272,.9999983548652094
.109514031485284,.9999983548652094
.0903490759753593,.9999983548652094
.0848733744010951,.9999983548652094
.109514031485284,.9999983548652094
.0876112251882272,.9999983548652094
.0848733744010951,.9999983548652094
.106776180698152,.9999983548652094
.1040383299110199,.9999983548652094
.1177275838466804,.9999983548652094
.0848733744010951,.9999983548652094
.106776180698152,.9999983548652094
.0903490759753593,.9999983548652094
.1040383299110199,.9999983548652094
.109514031485284,.9999983548652094
.109514031485284,.9999983548652094
.109514031485284,.9999983548652094
.106776180698152,.9999983548652094
.1177275838466804,.9999983548652094
.109514031485284,
.1177275838466804,.9999983548652094
.106776180698152,.9999983548652094
.0876112251882272,.9999983548652094
.1204654346338125,.9999983548652094
.1204654346338125,.9999983548652094
.106776180698152,.9999983548652094
.106776180698152,
.109514031485284,.9999983548652094
.106776180698152,.9999983548652094
.1204654346338125,.9999983548652094
.106776180698152,.9999983548652094
.1177275838466804,.9999983548652094
.1177275838466804,.9999983548652094
.109514031485284,.9999983548652094
.1177275838466804,.9999983548652094
.0876112251882272,.9999983548652094
.1204654346338125,.9999983548652094
.0848733744010951,.9999983548652094
.1204654346338125,.9999983548652094
.1204654346338125,.9999983548652094
.106776180698152,.9999983548652094
.1040383299110199,.9999983548652094
.1177275838466804,
.109514031485284,.9999983548652094
.106776180698152,.9999983548652094
.1177275838466804,.9999983548652094
.1232032854209446,.9999983548652094
.1204654346338125,.9999983548652094
.1204654346338125,.9999983548652094
.0848733744010951,.9999983548652094
.1232032854209446,.9999983548652094
.109514031485284,.9999983548652094
.1232032854209446,.9999983548652094
.1040383299110199,.9999983548652094
.1259411362080766,.9999983548652094
.1232032854209446,.9999983548652094
.0876112251882272,.9999983548652094
.0876112251882272,.9999983548652094
.1232032854209446,.9999983548652094
.1232032854209446,.9999983548652094
.1259411362080766,.9999983548652094
.0985626283367557,.9999983548652094
.0876112251882272,.9999983548652094
.106776180698152,.9999983548652094
.1204654346338125,.9999983548652094
